0.515567,2.765768
0.704050,2.842834
0.888908,2.919382
1.066517,2.994893
1.233251,3.068850
1.385486,3.140734
1.519597,3.210028
1.631960,3.276212
1.718949,3.338769
1.776939,3.397181
1.802306,3.450929
1.793026,3.499058
1.753475,3.538862
1.689629,3.567197
1.607467,3.580919
1.512965,3.576886
1.412101,3.551954
1.310850,3.502979
1.215191,3.426817
1.131100,3.320326
1.064555,3.180361
1.020046,3.005923
0.996124,2.804585
0.989851,2.586063
0.998292,2.360076
1.018511,2.136339
1.047571,1.924570
1.082536,1.734485
1.120470,1.575801
1.158436,1.458236
1.193498,1.391506
1.223329,1.381890
1.248030,1.421915
1.268313,1.500669
1.284888,1.607241
1.298467,1.730721
1.309761,1.860197
1.319479,1.984757
1.328333,2.093490
1.337034,2.175486
1.346293,2.219832
1.356719,2.218985
1.368516,2.178866
1.381787,2.108763
1.396637,2.017965
1.413166,1.915761
1.431479,1.811438
1.451679,1.714285
1.473868,1.633590
1.498150,1.578642
1.524627,1.558730
1.553252,1.580133
1.583368,1.637106
1.614171,1.720891
1.644853,1.822735
1.674609,1.933882
1.702632,2.045576
1.728116,2.149064
1.750255,2.235589
1.768241,2.296397
1.781270,2.322732
1.788929,2.308723
1.792381,2.260034
1.793187,2.185209
1.792903,2.092797
1.793089,1.991343
1.795303,1.889395
1.801104,1.795498
1.812049,1.718200
1.829698,1.666047
1.855608,1.647586
1.890624,1.668686
1.932733,1.724514
1.979205,1.807557
2.027313,1.910305
2.074328,2.025247
2.117521,2.144871
2.154166,2.261667
2.181533,2.368122
2.196895,2.456727
2.197522,2.519970
2.181816,2.552288
2.152696,2.555916
2.114209,2.535037
2.070403,2.493834
2.025326,2.436490
1.983025,2.367188
1.947548,2.290111
1.922943,2.209442
1.913257,2.129364
1.922539,2.054060
1.953309,1.986837
2.001984,1.927496
2.063452,1.874959
2.132603,1.828152
2.204326,1.785997
2.273509,1.747419
2.335044,1.711341
2.383817,1.676688
2.414720,1.642383
2.422640,1.607350
2.404323,1.571257
2.363937,1.536748
2.307505,1.507210
2.241051,1.486030
2.170598,1.476596
2.102169,1.482296
2.041789,1.506516
1.995481,1.552644
1.969268,1.624068
1.969174,1.724176
1.999231,1.854836
2.055503,2.011848
2.132063,2.189492
2.222984,2.382049
2.322340,2.583801
2.424203,2.789028
2.522646,2.992011
2.611741,3.187031
2.685563,3.368368
2.738184,3.530304
2.765318,3.667893
2.769246,3.779283
2.753890,3.863394
2.723170,3.919148
2.681010,3.945465
2.631330,3.941267
2.578053,3.905474
2.525100,3.837008
2.476393,3.734789
2.435854,3.597739
2.406561,3.426498
2.388215,3.228589
2.379677,3.013252
2.379803,2.789730
2.387453,2.567265
2.401485,2.355098
2.420758,2.162471
2.444131,1.998626
2.470461,1.872804
2.498607,1.794247
2.527574,1.768989
2.556944,1.790226
2.586447,1.847946
2.615812,1.932139
2.644767,2.032793
2.673042,2.139896
2.700365,2.243436
2.726466,2.333402
2.751074,2.399782
2.773916,2.432565
2.794849,2.424832
2.814228,2.382034
2.832536,2.312713
2.850255,2.225414
2.867867,2.128681
2.885856,2.031056
2.904702,1.941083
2.924889,1.867306
2.946898,1.818269
2.971213,1.802514
2.998058,1.826048
3.026632,1.884729
3.055878,1.971877
3.084737,2.080811
3.112151,2.204854
3.137063,2.337324
3.158414,2.471541
3.175147,2.600827
3.186202,2.718502
3.190524,2.817885
3.187433,2.893688
3.177772,2.946182
3.162765,2.977033
3.143635,2.987902
3.121605,2.980454
3.097899,2.956351
3.073738,2.917256
3.050348,2.864834
3.028949,2.800747
3.010767,2.726659
2.996777,2.644420
2.986969,2.556635
2.981087,2.466096
2.978874,2.375594
2.980074,2.287921
2.984429,2.205869
2.991684,2.132230
3.001581,2.069795
3.013865,2.021357
3.028277,1.989707
3.044519,1.976539
3.062113,1.979153
3.080541,1.993753
3.099281,2.016541
3.117815,2.043720
3.135623,2.071493
3.152184,2.096062
3.166979,2.113631
3.179488,2.120401
3.189190,2.112577
3.195852,2.087823
3.200376,2.049663
3.203949,2.003082
3.207760,1.953066
3.212997,1.904600
3.220847,1.862669
3.232498,1.832261
3.249137,1.818360
3.271954,1.825952
3.302135,1.860023
3.340270,1.923756
3.384561,2.013123
3.432609,2.122297
3.482019,2.245446
3.530392,2.376742
3.575333,2.510356
3.614442,2.640457
3.645324,2.761216
3.665582,2.866804
3.672817,2.951391
3.665512,3.010667
3.645660,3.046389
3.616130,3.061838
3.579796,3.060289
3.539528,3.045021
3.498197,3.019312
3.458675,2.986439
3.423833,2.949680
3.396541,2.912313
3.379673,2.877616
3.375345,2.848341
3.382666,2.825138
3.399990,2.808134
3.425675,2.797453
3.458074,2.793220
3.495542,2.795561
3.536435,2.804602
3.579109,2.820467
3.621918,2.843282
3.663218,2.873172
3.701537,2.909497
3.736098,2.948560
3.766299,2.985895
3.791535,3.017039
3.811203,3.037529
3.824699,3.042901
3.831421,3.028690
3.830764,2.990434
3.822126,2.923668
3.804902,2.823929
3.779142,2.689388
3.747502,2.528757
3.713292,2.353381
3.679821,2.174608
3.650399,2.003783
3.628335,1.852253
3.616937,1.731365
3.619516,1.652465
3.639380,1.626900
3.679840,1.666015
3.742604,1.777131
3.822987,1.951467
3.914702,2.176213
4.011465,2.438562
4.106989,2.725705
4.194990,3.024833
4.269180,3.323139
4.323276,3.607815
4.350990,3.866051
4.346038,4.085040
4.304861,4.254721
4.234815,4.376022
4.145981,4.452619
4.048443,4.488188
3.952281,4.486406
3.867579,4.450947
3.804420,4.385488
3.772885,4.293705
3.783057,4.179274
3.845019,4.045871
3.964060,3.896813
4.126305,3.733991
4.313083,3.558935
4.505727,3.373176
4.685567,3.178247
4.833934,2.975677
4.932159,2.766999
4.961575,2.553744
4.903511,2.337444
4.739298,2.119628
4.458082,1.902246
4.080260,1.688911
3.634043,1.483650
3.147641,1.290494
2.649267,1.113471
2.167130,0.956612
1.729442,0.823944
1.364414,0.719498
1.100256,0.647302
0.965181,0.611386
0.977986,0.613811
1.119826,0.648774
1.362441,0.708501
1.677574,0.785220
2.036966,0.871159
2.412358,0.958546
2.775493,1.039609
3.098111,1.106575
3.351954,1.151672
3.508764,1.167129
3.547080,1.147091
3.472634,1.093382
3.297955,1.009742
3.035571,0.899912
2.698012,0.767635
2.297808,0.616652
1.847486,0.450703
1.359578,0.273530
0.846611,0.088874
