4.060000,11.620000
5.518638,8.770675
6.903965,5.949672
8.142670,3.185315
9.161440,0.505926
9.886964,-2.060172
10.245931,-4.484656
10.165030,-6.739203
9.570948,-8.795492
8.390376,-10.625198
6.550000,-12.200000
4.013762,-13.490847
0.894606,-14.465780
-2.657269,-15.092113
-6.491667,-15.337160
-10.458392,-15.168235
-14.407244,-14.552651
-18.188029,-13.457721
-21.650547,-11.850760
-24.644604,-9.699082
-27.020000,-6.970000
-28.656315,-3.661997
-29.552231,0.101769
-29.736203,4.166969
-29.236690,8.379275
-28.082148,12.584361
-26.301034,16.627898
-23.921805,20.355558
-20.972918,23.613013
-17.482831,26.245937
-13.480000,28.100000
-9.013131,29.057031
-4.211924,29.143481
0.773671,28.421957
5.793706,26.955067
10.698232,24.805415
15.337299,22.035611
19.560958,18.708260
23.219261,14.885970
26.162258,10.631348
28.240000,6.007000
29.337759,1.088231
29.481687,-3.998862
28.733157,-9.115486
27.153544,-14.122846
24.804220,-18.882148
21.746558,-23.254598
18.041932,-27.101403
13.751714,-30.283767
8.937280,-32.662898
3.660000,-34.100000
-2.004294,-34.494995
-7.921943,-33.902665
-13.944831,-32.416508
-19.924842,-30.130020
-25.713861,-27.136699
-31.163770,-23.530042
-36.126455,-19.403546
-40.453799,-14.850709
-43.997686,-9.965028
-46.610000,-4.840000
-48.180344,0.432952
-48.749196,5.770708
-48.394755,11.092218
-47.195216,16.316437
-45.228778,21.362318
-42.573637,26.148813
-39.307992,30.594876
-35.510039,34.619459
-31.257976,38.141516
-26.630000,41.080000
-21.702270,43.373635
-16.542792,45.040235
-11.217531,46.117385
-5.792455,46.642671
-0.333529,46.653677
5.093278,46.187989
10.422002,45.283192
15.586674,43.976871
20.521329,42.306612
25.160000,40.310000
29.442585,38.019577
33.332443,35.447712
36.798798,32.601730
39.810874,29.488959
42.337894,26.116724
44.349083,22.492352
45.813664,18.623167
46.700862,14.516496
46.979899,10.179665
46.620000,5.620000
45.606680,0.847198
43.990619,-4.119561
41.838788,-9.258727
39.218159,-14.548749
36.195702,-19.968075
32.838389,-25.495155
29.213191,-31.108438
25.387079,-36.786374
21.427025,-42.507412
